,state,year,spirits,unemp,income,emppop,beertax,baptist,mormon,drinkage,dry,youngdrivers,miles,breath,jail,service,fatal,nfatal,sfatal,fatal1517,nfatal1517,fatal1820,nfatal1820,fatal2124,nfatal2124,afatal,pop,pop1517,pop1820,pop2124,milestot,unempus,emppopus,gsp
198,nm,1983,1.659999967,10.10000038,11288.99121,55.14112854,0.348337173,9.672300339,2.234380007,21,1.381299973,0.208832994,8329.537109,no,no,no,531,83,44,28,4,59,10,66,16,137.3099976,1401998.75,74000.07813,76850.78125,104000.0625,11678.00098,9.600000381,57.90000153,0.003580951
199,nm,1984,1.379999995,7.5,11539.56055,57.46785355,0.445054948,9.533800125,2.245959997,21,1.209300041,0.208642006,8718.083984,no,no,no,497,96,45,18,4,45,12,85,19,121.7399979,1426001.375,72000,76566.14063,104999.9766,12432,7.5,59.50000381,0.038668107
200,nm,1985,1.409999967,8.800000191,11861.22852,57.10116577,0.429025412,9.397299767,2.257600069,21,1.086899996,0.201912999,9151.045898,no,no,no,535,115,58,40,14,63,19,79,25,132.2899933,1449998.125,71000.03125,76282.54688,104000.0547,13268.99902,7.199999809,60.10000229,0.015956884
201,nm,1986,1.309999943,9.199999809,11825.59375,58.33333206,0.41795665,9.262700081,2.269299984,21,1.081799984,0.222498,9596.344727,no,no,no,499,88,48,32,10,59,17,69,23,123,1479000.625,72000.07031,76000,96000,14193,7,60.70000076,-0.037382346
202,nm,1987,1.24000001,8.899999619,11898,57.96831131,0.405000001,9.130000114,2.28105998,21,1.066699982,0.220807001,10077.34277,no,no,no,568,97,55,33,5,53,10,78,20,160.3500061,1499998.625,72000.05469,73999.60938,94000.02344,15116,6.199999809,61.5,-0.05415453
203,nm,1988,1.25,7.800000191,12019.24902,58.57933807,0.389797896,8.999300003,2.292880058,21,1.066699982,0.220724002,10141.35352,no,no,no,487,92,51,31,18,45,14,57,12,161.4700012,1506998,70000.02344,69999.6875,93999.99219,15282.99902,5.5,62.30000305,0.013597019
204,ny,1982,2.160000086,8.600000381,15158.71094,54.31520844,0.119331747,0.100000001,0.100000001,19,0.208399996,0.167704999,4576.345703,yes,no,no,2162,477,272,129,29,288,131,298,108,546.8599854,17586958,913002.875,922604.5625,1218998.375,80484,9.699999809,57.79999924,0.002074624
205,ny,1983,2.059999943,8.600000381,15573.39453,54.35151291,0.132855505,0.100000001,0.100000001,19,0.201000005,0.163121,4737.51123,yes,no,no,2077,436,260,121,23,269,96,248,87,495.6900024,17685024,885999.0625,910465.9375,1224999.875,83783,9.600000381,57.90000153,0.062783286
206,ny,1984,2.049999952,7.199999809,16335.16504,55.05172729,0.135999992,0.100000001,0.100000001,19,0.177399993,0.161691993,4917.594238,yes,no,no,2060,360,214,108,18,241,80,246,75,443.9100037,17746076,858000.875,898487,1224002.375,87268,7.5,59.50000381,0.056392707
207,ny,1985,1.940000057,6.5,16708.68555,56.7492485,0.131101698,0.100000001,0.100000001,19.15999985,0.183799997,0.155274004,5090.125488,yes,no,no,2006,376,211,126,29,202,75,263,91,424.4200134,17783058,838000,886665.75,1214001.125,90518,7.199999809,60.10000229,0.039264251
208,ny,1986,1.820000052,6.300000191,17326.10938,57.38864136,0.127719298,0.100000001,0.100000001,21,0.179800004,0.155270994,5296.994629,yes,no,no,2122,381,236,146,24,232,73,257,85,430.1799927,17794996,827997.625,875000,1108002.125,94260,7,60.70000076,0.051496558
209,ny,1987,1.779999971,4.900000095,18005,58.67354202,0.12376,0.100000001,0.100000001,21,0.179499999,0.151975006,5498.025879,yes,no,no,2333,397,236,157,34,235,61,304,97,479.8299866,17824944,796000.6875,848988.375,1074000,98002,6.199999809,61.5,0.028429827
210,ny,1988,1.710000038,4.199999809,18580.36523,59.1712532,0.119114533,0.100000001,0.100000001,21,0.179499999,0.148806006,5789.921875,yes,no,no,2255,391,235,126,17,227,82,281,95,418.5799866,17909050,748000.875,802999.8125,1138998.375,103692,5.5,62.30000305,0.049764454
211,nc,1982,1.639999986,9,11078.75879,60.30207443,1.431980968,22.37789917,0.42640999,21,27.62929916,0.210607007,7164.225586,yes,no,no,1303,243,161,99,19,169,52,175,51,683.8200073,6016002.5,3.00E+05,355732.2813,470999.8438,43100,9.699999809,57.79999924,-0.012952478
212,nc,1983,1.559999943,8.899999619,11455.27539,59.55456543,1.376146793,22.1697998,0.440259993,21,26.74609947,0.207259998,7411.23291,yes,no,no,1234,212,136,109,19,143,44,177,55,341.6199951,6076991.5,292999.7188,353018.3125,469999.6875,45038,9.600000381,57.90000153,0.079745099
213,nc,1984,1.529999971,6.699999809,12089.01074,61.85476685,1.318681359,21.96369934,0.454560012,21,26.11090088,0.199801996,7814.156738,yes,no,no,1450,227,137,96,11,150,34,213,68,373.1400146,6165988.5,288000.2813,350325.0625,466999.7813,48182,7.5,59.50000381,0.082591511
214,nc,1985,1.5,5.400000095,12353.81348,63.1748085,1.271186471,21.75939941,0.469319999,21,25.5795002,0.194195002,7981.279785,yes,no,no,1482,229,150,103,12,172,47,234,63,345.3299866,6255012,287999.9063,347652.3125,459999.6563,49923,7.199999809,60.10000229,0.030699912
215,nc,1986,1.450000048,5.300000191,12839.00977,63.58063889,1.238390088,21.5571003,0.484569997,21,26.0272007,0.189738005,8254.920898,yes,no,no,1647,251,171,117,20,174,44,228,66,409.6799927,6331011.5,308999.8125,345000,426999.8438,52262,7,60.70000076,0.04833914
216,nc,1987,1.399999976,4.5,13325,65.08531189,1.200000048,21.35659981,0.50029999,21,25.69440079,0.185424998,8513.946289,yes,no,no,1584,239,158,126,15,154,45,228,64,353.4400024,6413007,309000,341002.1875,420999.7813,54599.99609,6.199999809,61.5,0.077713855
217,nc,1988,1.340000033,3.599999905,13767.08398,65.60705566,1.154956698,21.15800095,0.516560018,21,25.69440079,0.175695002,8929.410156,yes,no,no,1573,206,141,102,14,161,36,186,43,373.8299866,6489006.5,3.00E+05,316997.7813,428000.4375,57943,5.5,62.30000305,0.041329272
218,nd,1982,2.119999886,5.900000095,12553.69922,62.00417328,0.429594278,0.560100019,0.182769999,21,0,0.228972003,7815.472656,yes,no,no,148,34,20,14,5,27,6,23,7,78.75,672000.3125,33000.03516,38843.15234,54999.97656,5252,9.699999809,57.79999924,-0.047459994
219,nd,1983,1.980000019,5.599999905,12389.9082,61.80698395,0.412844062,0.592800021,0.174720004,21,0,0.221058995,7875.195801,yes,no,no,116,30,23,11,1,9,4,24,9,72,680998.9375,30999.97461,37844.50781,54000.05078,5363,9.600000381,57.90000153,-0.066346899
220,nd,1984,1.850000024,5.099999905,12690.11035,63.39468384,0.395604402,0.627399981,0.167019993,21,0,0.209676996,7826.76123,yes,no,no,100,15,9,5,1,12,2,17,5,58,687001.9375,29999.93945,36871.53906,52999.95313,5377,7.5,59.50000381,0.035667695
221,nd,1985,1.850000024,5.900000095,12661.0166,64.47638702,0.381355941,0.664099991,0.159659997,21,0,0.201547995,7864.242188,yes,no,no,90,29,23,6,2,12,6,15,11,36.13999939,684999.25,28999.93555,35923.58594,49999.99609,5387,7.199999809,60.10000229,-0.04341986
222,nd,1986,1.590000033,6.300000191,12817.33789,64.27104187,0.371517032,0.702899992,0.152630001,21,0,0.194244996,8150.198242,yes,no,no,100,13,8,7,2,9,2,12,1,31.09000015,679001.875,30000.04297,35000,44999.94531,5534,7,60.70000076,-0.025073109
223,nd,1987,1.649999976,5.199999809,12971,65.0826416,0.360000014,0.743900001,0.145899996,21,0,0.185436994,8453.890625,yes,no,no,101,29,20,6,2,10,4,13,7,40.38000107,671998.3125,28999.93555,33000.03125,42999.94141,5681,6.199999809,61.5,-0.07975243
224,nd,1988,1.649999976,4.800000191,12351.2998,65.56016541,0.346487015,0.787400007,0.139479995,21,0,0.171434,8643.175781,yes,no,no,104,18,16,6,0,12,4,19,6,37.13000107,667000.1875,27999.96289,30000,41999.99609,5765,5.5,62.30000305,-0.051794123
225,oh,1982,1.269999981,12.5,13039.37988,55.61218262,0.429594278,1.508700013,0.200000003,21,11.60200024,0.225713998,6659.626953,no,no,no,1607,421,271,130,19,221,88,223,101,643.1300049,10774027,552000.5625,582422,783999.375,71751,9.699999809,57.79999924,-0.054407064
226,oh,1983,1.24000001,12.19999981,13236.23828,55.74505234,0.412844062,1.566200018,0.200000003,21,11.64089966,0.199800998,6818.203613,no,yes,no,1582,383,264,129,26,201,74,231,95,744.2800293,10738019,530000.5,568580.875,765998.9375,73214,9.600000381,57.90000153,0.021718489
227,oh,1984,1.159999967,9.399999619,13784.61523,57.32587051,0.395604402,1.625800014,0.200000003,21,9.31099987,0.194478005,6973.470703,no,yes,no,1646,408,258,131,23,217,88,226,91,877.4400024,10739989,514999.875,555068.6875,751000.1875,74895,7.5,59.50000381,0.064763106
228,oh,1985,1.179999948,8.899999619,13992.58496,57.96383667,0.381355941,1.68780005,0.200000003,21,9.307499886,0.180359006,7031.748535,no,yes,no,1646,357,222,113,18,207,75,218,85,897.9199829,10743985,506999.2813,541877.625,732000.5,75549,7.199999809,60.10000229,0.019325618
229,oh,1986,1.169999957,8.100000381,14279.66992,59.31868744,0.371517032,1.752099991,0.200000003,21,9.304100037,0.174851999,7196.973633,no,yes,no,1673,407,267,129,25,205,82,285,104,843.8400269,10747990,526000.3125,529000,691999.5,77353,7,60.70000076,0.023344584
230,oh,1987,1.139999986,7,14598,59.85544205,0.360000014,1.818799973,0.200000003,21,9.272999763,0.171217993,7340.248047,no,no,no,1772,383,249,155,18,204,85,229,76,684.6900024,10783968,517999.6563,518003.1563,677000.0625,79157,6.199999809,61.5,0.02558212
231,oh,1988,1.059999943,6,14952.83887,60.74073792,0.346487015,1.888100028,0.200000003,21,9.272999763,0.159994006,7553.217773,no,no,no,1763,379,230,130,16,215,61,204,91,567.8400269,10854976,498000.3125,494003.0313,670999.6875,81990,5.5,62.30000305,0.040401839
232,ok,1982,1.559999943,5.699999809,13552.50586,59.61701965,0.866348445,26.42230034,0.560109973,21,0,0.207454994,9288.460938,no,no,no,1054,234,119,72,15,130,42,164,52,321.1099854,3230998,154000.1563,170964.7656,241999.9844,30010.99805,9.699999809,57.79999924,0.013872582
233,ok,1983,1.460000038,9,12784.40332,58.44370651,0.832568824,26.4333992,0.592819989,21,0,0.202159002,8929.328125,no,no,no,848,152,90,43,11,88,26,103,23,236.3699951,3310999.5,151000.1094,169964.8438,245000.0938,29565,9.600000381,57.90000153,-0.060855288
234,ok,1984,1.409999967,7,12881.31836,59.63681412,0.947390079,26.44459915,0.627439976,21,0,0.197189003,9359.798828,no,no,no,797,150,83,47,15,79,21,89,24,217.6199951,3310007,145999.9219,168970.75,238999.9688,30981,7.5,59.50000381,0.008276074
235,ok,1985,1.289999962,7.099999905,12904.66113,60.39068604,0.961334765,26.45569992,0.664080024,21,0,0.187404007,9445.915039,no,no,no,744,124,77,47,8,82,24,84,27,204.1799927,3301003.5,143000.1406,167982.4844,230000.2344,31180.99805,7.199999809,60.10000229,-0.021290716
236,ok,1986,1.169999957,8.199999809,12656.34668,60.89293289,0.936532557,26.46689987,0.702859998,21,0,0.180598006,9496.078125,no,no,no,699,127,71,58,19,59,19,97,22,177.3500061,3305996.25,151999.9688,167000,210999.8438,31393.99805,7,60.70000076,-0.045497637
237,ok,1987,1.090000033,7.400000095,12607,60.30820465,0.907500029,26.47800064,0.743910015,21,0,0.171737999,9659.524414,no,no,no,597,97,59,40,15,55,18,65,19,147.8800049,3272003.75,149000.2031,160000,203000.0313,31606,6.199999809,61.5,-0.078522123
238,ok,1988,1.059999943,6.699999809,12822.90625,59.59765244,0.873436034,26.48920059,0.787349999,21,0,0.161579996,9990.114258,no,no,no,634,102,71,49,8,73,23,76,17,166.3399963,3242005,143999.9063,148000.9688,198000.2031,32388,5.5,62.30000305,0.013908002
239,or,1982,1.679999948,11.5,12626.49121,58.46230316,0.225190938,1.023699999,2.799999952,21,0.192900002,0.187434003,7262.638184,no,no,no,518,90,59,30,8,66,14,64,24,163.3800049,2669002.5,123000.2188,128896.9922,182999.8906,19384,9.699999809,57.79999924,-0.071293421
240,or,1983,1.639999986,10.80000019,12925.45898,59.56175232,0.216410562,1.035699964,2.799999952,21,0.193599999,0.177792996,7728.198242,no,no,no,550,92,55,33,8,64,11,79,21,165.0500031,2659999,118000.0078,126612.7422,178000.0938,20557,9.600000381,57.90000153,0.034377612
241,or,1984,1.580000043,9.399999619,13246.1543,59.76272964,0.207373634,1.047899961,2.799999952,21,0.192499995,0.174122006,7826.238281,no,yes,yes,572,78,61,47,8,62,10,83,16,153.7799988,2675998.25,116000.1172,124368.9609,174000.1875,20943,7.5,59.50000381,0.054163199
242,or,1985,1.5,8.800000191,13376.05957,59.29945755,0.199904665,1.060299993,2.799999952,21,0.200599998,0.165583998,7985.869141,no,yes,yes,559,74,50,39,10,53,11,79,17,150.3699951,2686996.25,115999.9609,122164.9531,168999.8594,21458,7.199999809,60.10000229,0.017302427
243,or,1986,1.429999948,8.5,13649.12305,60.55447388,0.194747165,1.07280004,2.799999952,21,0.203899994,0.165852994,8288.321289,no,yes,yes,619,69,40,48,4,60,11,69,15,176.4299927,2701994.75,121999.8828,119999.9922,165999.8594,22395,7,60.70000076,0.033169784
244,or,1987,1.399999976,6.199999809,14019,62.47600937,0.188710004,1.085399985,2.799999952,21,0.202299997,0.159337997,8565.328125,no,yes,yes,620,57,44,53,6,73,12,74,17,144.5399933,2724005.5,117999.875,118000.7813,162000.0469,23332,6.199999809,61.5,0.022640329
245,or,1988,1.379999995,5.800000191,14326.27539,63.25953674,0.181626573,1.098199964,2.799999952,21,0.202299997,0.151538998,9108.770508,no,yes,yes,677,95,57,57,10,83,17,68,17,153.8999939,2767003.5,112999.9453,117000.2813,158999.9844,25204,5.5,62.30000305,0.057864115
246,pa,1982,1.360000014,10.89999962,13651.55176,53.45505905,0.286396176,0.100000001,0.233309999,21,10.76309967,0.183375999,6003.268555,yes,no,no,1819,432,234,126,16,216,80,282,110,581.0900269,11879029,594999.1875,629687.375,846000.8125,71313,9.699999809,57.79999924,-0.035829071
247,pa,1983,1.320000052,11.80000019,13706.42188,52.90976334,0.275229365,0.100000001,0.251980007,21,10.70359993,0.176879004,6080.384277,yes,no,no,1721,397,237,109,14,211,68,253,102,533.4199829,11891025,576000.3125,617411.125,833001.375,72302,9.600000381,57.90000153,0.020704107
248,pa,1984,1.309999943,9.100000381,13987.91211,54.15986633,0.263736248,0.100000001,0.272159994,21,10.94180012,0.170682997,6250.283203,yes,no,no,1727,359,239,110,15,186,73,236,90,497.1300049,11886981,556998.6875,605374.3125,815999.125,74297,7.5,59.50000381,0.043332726
249,pa,1985,1.289999962,8,14356.99121,55.23685074,0.254237294,0.100000001,0.293949991,21,10.97270012,0.166262999,6363.63623,yes,no,no,1771,409,253,108,14,178,62,261,110,567.7600098,11852972,541000.875,593572.125,792999.6875,75428,7.199999809,60.10000229,0.020665718
250,pa,1986,1.269999981,6.800000191,14713.10645,56.80441284,0.247678012,0.100000001,0.317479998,21,10.77470016,0.161688,6476.124023,yes,no,no,1894,438,291,138,31,213,67,263,115,618.5200195,11893997,547999.625,582000,735000.25,77027,7,60.70000076,0.033719938
251,pa,1987,1.230000019,5.699999809,15200,57.35642242,0.239999995,0.100000001,0.342900008,21,10.80760002,0.156139001,6587.291992,yes,no,no,1987,442,242,111,18,202,74,265,113,647.8300171,11936013,535998.875,566000.75,715999.5,78626,6.199999809,61.5,0.048036527
252,pa,1988,1.139999986,5.099999905,15623.67676,58.54650879,0.230991334,0.100000001,0.370350003,21,10.80760002,0.149836004,6769.258301,yes,no,no,1931,405,252,110,13,215,67,245,93,574.0100098,12001019,511999.4063,530000.5,732999.625,81238,5.5,62.30000305,0.043361302
253,ri,1982,2.089999914,10.19999981,13326.96875,58.60655975,0.174224347,0.100000001,0.100000001,20,1.6954,0.196667001,6192.878418,yes,no,no,105,36,20,9,4,18,10,18,6,31.79999924,953999.0625,46000.04297,55891.45703,74000.07031,5908,9.699999809,57.79999924,-0.025726952
254,ri,1983,2.130000114,8.300000191,13759.17383,59.18367386,0.167431191,0.100000001,0.100000001,20,1.694599986,0.190400004,6290.824707,yes,no,no,100,26,22,6,0,12,3,16,7,27.53000069,955995.5,43999.88281,54892.10938,74000.07813,6014,9.600000381,57.90000153,0.045932196
255,ri,1984,2.059999943,5.300000191,14312.08789,62.53369522,0.160439551,0.100000001,0.100000001,20.5,1.470900059,0.181668997,5509.383301,yes,no,no,79,24,17,5,1,10,5,16,5,24.60000038,961995.125,43000.02734,53910.625,72000.07031,5300,7.5,59.50000381,0.074032083
256,ri,1985,2.069999933,4.900000095,14595.33887,63.63636398,0.154661015,0.100000001,0.100000001,21,1.67869997,0.177523002,6015.479004,yes,no,no,109,32,17,9,1,13,7,28,13,30.70000076,968002.6875,41999.94531,52946.69531,70000,5823,7.199999809,60.10000229,0.041573212
257,ri,1986,1.870000005,4,15109.3916,64.72148132,0.150670797,0.100000001,0.100000001,21,1.756000042,0.172160998,6064.592285,yes,no,no,124,25,17,7,1,17,3,14,4,47.13999939,975003.75,43999.97656,52000,63000.0625,5913,7,60.70000076,0.06100665
258,ri,1987,1.879999995,3.799999952,15633,65.48556519,0.145999998,0.100000001,0.100000001,21,1.744400024,0.167711005,6088.210938,yes,no,no,113,31,23,5,1,15,4,24,13,42.54999924,986003.9375,43000.02734,50999.9375,60999.94141,6003,6.199999809,61.5,0.053568423
259,ri,1988,1.929999948,3.099999905,16257.94043,66.27604675,0.140519723,0.100000001,0.100000001,21,1.744400024,0.158108994,5894.251465,yes,no,no,125,30,21,8,3,13,8,13,8,37.5,993001.375,40999.98828,45999.95313,65000,5853,5.5,62.30000305,0.041931815
260,sc,1982,1.879999995,10.80000019,10393.79492,57.82401657,2.062052488,25.13579941,0.400000006,21,0,0.211842999,7508.355469,no,no,no,730,140,95,62,15,77,23,101,28,219.6000061,3226006,172000.0625,195651.4063,259999.6875,24222,9.699999809,57.79999924,-0.023243269
261,sc,1983,1.929999948,10,10693.80762,56.51431274,1.981651425,24.85829926,0.400000006,21,0,0.208084002,7666.370117,no,yes,yes,844,175,100,58,12,88,26,131,42,277.1300049,3257995.5,165999.7969,194222.9844,258999.7656,24977,9.600000381,57.90000153,0.059818022
262,sc,1984,1.909999967,7.099999905,11160.43945,57.83942795,1.898901105,24.58390045,0.400000006,21,0,0.198570997,7865.243164,no,yes,yes,916,142,95,55,7,82,21,130,36,320.7000122,3301995.75,162000.0938,192805,261000.1563,25971,7.5,59.50000381,0.076770589
263,sc,1985,1.899999976,6.800000191,11369.70313,59.90935516,1.830508471,24.3125,0.400000006,21,0,0.193221003,7970.419434,no,yes,yes,951,175,102,56,7,111,35,144,37,400.0499878,3347000.75,160000,191397.375,254999.9531,26677,7.199999809,60.10000229,0.01880542
264,sc,1986,1.769999981,6.199999809,11674.92285,60.85539627,1.783281803,24.0442009,0.400000006,21,0,0.188850999,8414.967773,no,yes,yes,1059,192,119,67,13,95,24,153,49,485.3900146,3380999.25,168999.875,189999.9844,231999.9063,28451,7,60.70000076,0.041620128
265,sc,1987,1.690000057,5.599999905,12027,61.76352692,1.728000045,23.77879906,0.400000006,21,0,0.185350001,8824.517578,no,yes,yes,1086,197,124,73,11,131,40,141,46,377.769989,3425003,169999.9063,186999.9375,228999.8281,30224,6.199999809,61.5,0.07474573
266,sc,1988,1.700000048,4.5,12440.80859,62.61349869,1.663137674,23.5163002,0.400000006,21,0,0.169980004,9152.458984,no,yes,yes,1034,188,130,72,15,115,32,133,40,321.6000061,3469996.5,168000.1719,170999.9063,237000.1875,31759,5.5,62.30000305,0.054232448
267,sd,1982,1.830000043,5.5,11323.38867,62.72544861,0.718377113,0.656599998,0.380649,21,0,0.242798001,9165.685547,yes,no,no,148,30,27,7,3,15,1,27,10,54.34000015,694001.5625,35000,39847.15625,53000,6361,9.699999809,57.79999924,-0.034946721
268,sd,1983,1.789999962,5.400000095,11091.74316,62.69841003,0.690366983,0.686800003,0.371327013,21,0,0.229347005,9037.208008,yes,no,no,175,23,19,11,4,12,4,22,3,47,698999.0625,33000.03125,38848.44141,51999.99219,6317,9.600000381,57.90000153,-0.018384624
269,sd,1984,1.669999957,4.300000191,11661.53809,64.89151764,0.661538482,0.718500018,0.362233996,21,0,0.219713002,9079.438477,yes,no,no,143,25,18,12,3,17,5,24,8,50.63999939,704999.5625,32000,37874.76172,52000.05078,6401,7.5,59.50000381,0.080371842
270,sd,1985,1.75999999,5.099999905,11684.32227,64.42687225,0.637711883,0.751600027,0.353363007,21,0,0.209174007,8865.828125,yes,no,no,130,17,11,11,1,7,2,22,5,34.90000153,707999.3125,30999.97461,36925.48438,48999.95703,6277,7.199999809,60.10000229,-0.00674388
271,sd,1986,1.470000029,4.699999809,12175.43848,65.16634369,0.621259034,0.786199987,0.344709992,21,0,0.199288994,8817.817383,yes,no,no,134,23,17,6,2,14,6,20,6,36.09000015,707998.3125,32000,36000,43000.02734,6243,7,60.70000076,0.027117424
272,sd,1987,1.5,4.199999809,12545,66.01941681,0.609252989,0.82249999,0.336268008,21,0,0.193110004,8757.422852,yes,no,no,134,14,10,8,1,15,2,17,4,30.04000092,708998.5,30999.94141,35000.03516,41999.99219,6208.999512,6.199999809,61.5,-0.033471428
273,sd,1988,1.450000048,3.900000095,12276.22754,66.21621704,0.593364775,0.860400021,0.328033,21,0,0.179332003,9304.342773,yes,no,no,147,23,16,12,1,16,8,18,4,42.72999954,713000.375,30000,31999.99805,42999.96484,6634,5.5,62.30000305,-0.003475252
274,tn,1982,1.350000024,11.80000019,10988.06641,53.99885178,0.338094264,25.83650017,0.200000003,19,1.886399984,0.198827997,7458.300293,no,yes,no,1055,243,153,84,13,154,54,143,50,386.769989,4665004,234999.875,255683.0781,341999.7188,34793,9.699999809,57.79999924,-0.019098325
275,tn,1983,1.340000033,11.5,11183.48633,55.06419373,0.324911684,25.65670013,0.200000003,19,1.876700044,0.193915993,7733.209473,no,yes,no,1037,193,111,53,10,153,42,141,38,377.8900146,4688997.5,227000.1719,252969.4219,339999.9063,36261,9.600000381,57.90000153,0.041489325
276,tn,1984,1.350000024,8.600000381,11704.39551,57.31224823,0.311343938,25.47809982,0.200000003,19.67000008,1.861999989,0.183345005,7728.100098,no,yes,no,1095,213,128,65,10,151,51,165,42,388.7200012,4726000,220999.7188,250284.5469,338999.7813,36523,7.5,59.50000381,0.075437926
277,tn,1985,1.320000052,8,11919.49121,57.64738464,0.300130278,25.30069923,0.200000003,21,1.84800005,0.187638,7614.015625,no,yes,no,1101,183,114,65,8,117,23,177,58,324.3099976,4762007.5,219999.6719,247628.1719,335000.1563,36258,7.199999809,60.10000229,0.030371552
278,tn,1986,1.24000001,8,12371.5166,58.03252029,0.292386979,25.12459946,0.200000003,21,0,0.174572006,8165,no,yes,no,1230,233,148,90,10,158,51,175,57,395.6900024,4800000,233000.0469,244999.9844,307999.9063,39192,7,60.70000076,0.0429537
279,tn,1987,1.210000038,6.599999905,12876,59.23913193,0.28332299,24.9496994,0.200000003,21,0,0.168928996,8676.842773,no,yes,no,1248,225,135,97,20,150,45,152,46,376.3699951,4854992,233999.9531,241999.8906,304999.7813,42126.00391,6.199999809,61.5,0.078576535
280,tn,1988,1.179999948,5.800000191,13352.26172,59.20451355,0.27268815,24.77599907,0.200000003,21,0,0.168742001,9028.182617,no,yes,no,1266,230,145,79,16,173,46,156,48,398.480011,4895005,228000.1563,224999.9688,310999.8125,44193,5.5,62.30000305,0.039478224
281,tx,1982,1.559999943,6.900000095,13942.7207,62.65510941,0.433174223,18.20490074,0.525399983,19,11.31779957,0.208685994,8144.787598,no,no,no,4213,1049,603,237,72,526,196,632,228,2094.899902,15374004,767000.1875,842419.25,1186999.25,125218,9.699999809,57.79999924,-0.016066112
282,tx,1983,1.480000019,8,13692.66016,62.31614304,0.416284412,17.96229935,0.538600028,19,11.17860031,0.200634003,8338.572266,no,no,no,3823,915,507,207,51,471,176,592,208,1812.5,15816016,759000.8125,843562.0625,1196000.75,131883,9.600000381,57.90000153,-0.002560532
283,tx,1984,1.480000019,5.900000095,14039.56055,64.55586243,0.41884616,17.72290039,0.552100003,19,7.125299931,0.193534002,8564.128906,no,no,no,3912,886,530,227,39,455,167,600,224,1852.469971,16083013,748999.4375,844706.5,1188999.375,137737,7.5,59.50000381,0.049231891
284,tx,1985,1.370000005,7,14270.12695,63.91252136,0.461440682,17.48670006,0.565999985,19,7.000400066,0.184567004,8751.545898,no,no,no,3678,811,477,256,53,388,131,523,174,1471.02002,16370022,750999.625,845852.5,1175001,143263,7.199999809,60.10000229,0.025227012
285,tx,1986,1.210000038,8.899999619,13950.46484,62.00167465,0.449535608,17.25370026,0.580200016,19.67000008,6.866600037,0.175311998,8821.696289,no,no,no,3567,788,479,279,76,420,134,485,163,1267.300049,16688968,813999.625,847000.0625,1122999.75,147225,7,60.70000076,-0.038800102
286,tx,1987,1.129999995,8.399999619,13889,62.93584061,0.435600013,17.02370071,0.594799995,21,6.825699806,0.167623997,9005.047852,no,no,no,3261,688,402,231,43,385,121,437,136,1034.47998,16789028,814998.8125,829991.8125,1100999.75,151186,6.199999809,61.5,-0.033068828
287,tx,1988,1.090000033,7.300000191,14038.49902,64.1301651,0.419249296,16.79680061,0.609700024,21,6.825699806,0.155517995,9290.322266,no,no,no,3393,752,458,247,70,404,129,432,136,1145.630005,16840966,790000.5625,778000.375,1066000.75,156458,5.5,62.30000305,0.02367972
288,ut,1982,0.910000026,7.800000191,10788.7832,61.16027069,0.356840104,0.699999988,65.91649628,21,1.604599953,0.240700006,7012.183105,no,no,no,295,46,24,26,4,35,12,42,10,62.29999924,1558002.625,73000.07813,87822.10156,129000.1563,10925,9.699999809,57.79999924,-0.009477876
289,ut,1983,0.839999974,9.199999809,10779.81641,60.03823853,0.62925458,0.699999988,65.18699646,21,1.605000019,0.232819006,7035.09082,no,yes,yes,283,45,23,25,3,29,9,27,7,67.73999786,1595004.25,72000.04688,87107.91406,127000.2578,11221,9.600000381,57.90000153,0.040985845
290,ut,1984,0.860000014,6.5,11120.87891,62.66666794,0.877348363,0.699999988,64.46559906,21,1.848399997,0.218514994,7184.841797,no,yes,yes,315,51,28,22,4,38,5,34,8,78.05999756,1623000.25,71999.89844,86399.53125,125000,11661,7.5,59.50000381,0.074826777
291,ut,1985,0.889999986,5.900000095,11284.95801,64.62841034,0.845748901,0.699999988,63.75220108,21,1.854099989,0.214632004,7317.344238,no,yes,yes,303,36,22,20,1,25,6,43,6,63.31000137,1644995.75,72999.89063,85696.90625,122000.0078,12037,7.199999809,60.10000229,0.027527202
292,ut,1986,0.889999986,6,11339.52539,65.83100891,0.823928773,0.699999988,63.04669952,21,1.832900047,0.207449004,7426.683594,no,yes,yes,313,34,25,33,6,36,5,33,3,54.95999908,1663999.75,82000,85000,121000.125,12358,7,60.70000076,0.009347491
293,ut,1987,0.839999974,6.400000095,11389,65.2253952,0.798386991,0.699999988,62.34899902,21,1.190500021,0.194580004,7547.003418,no,yes,yes,296,48,29,31,6,35,15,32,9,56.79999924,1680004.5,83999.91406,83999.32813,119999.8516,12679,6.199999809,61.5,-0.006218043
294,ut,1988,0.819999993,4.900000095,11735.32227,65.81585693,0.76841867,0.699999988,61.6590004,21,1.190500021,0.183351994,7847.944824,no,yes,yes,297,29,21,29,3,23,7,31,4,71.5,1689996.625,84000.02344,83999.85156,111000.1172,13263,5.5,62.30000305,0.037437778
295,vt,1982,2.390000105,6.900000095,12064.43945,63.56589127,0.711515486,0.106700003,0.281399995,18,0.273299992,0.188731998,7678.837402,yes,no,no,107,18,10,6,0,27,8,14,6,27.76000023,520000.5938,26000.02539,32127.52539,42000.03906,3993,9.699999809,57.79999924,0.000128046
